case_id,received_at,client_segment,jurisdiction,service_line,claim_value_band,attachments_present,free_text_summary,handler_notes,historical_outcome
C-11163,2024-12-09T10:35:47+00:00,Mid-Market,UK,Insurance,50k-250k,false,Loss event impacting property and contents. Basement affected. prior losses.,Caller sounded uncertain; follow-up likely required.,Unknown
C-11164,2024-12-26T13:36:21+00:00,SMB,UK,Insurance,>1m,true,Damage reported following heavy rainfall. Basement affected. breach of contract.,No additional notes.,Settled
C-11165,2024-10-15T19:20:04+00:00,Mid-Market,UK,Legal,<50k,true,IP infringement allegation received. Governing law unclear. wear and tear. Police reference number provided.,No additional notes. Consider limitation periods.,Accepted
C-11166,2024-12-19T02:45:30+00:00,Mid-Market,EU,Legal,50k-250k,false,Employment dispute raised by former contractor. Jurisdiction disputed.,,Escalated
C-11167,2024-10-30T09:10:00+00:00,SMB,EU,Insurance,50k-250k,true,Client reports storm-related damage. Water ingress noted. governing law unclear.,Client requested urgent callback.,Accepted
C-11168,2024-11-01T03:03:06+00:00,SMB,UK,Insurance,<50k,true,Client reports storm-related damage. Theft of equipment reported. Policy schedule attached.,,Unknown
C-11169,2024-12-20T04:42:01+00:00,SMB,EU,Legal,50k-250k,true,Employment dispute raised by former contractor. Time-sensitive response required. prior losses.,,Accepted
C-11170,2024-10-22T01:48:42+00:00,Enterprise,UK,Legal,>1m,true,Potential breach of contract raised. Governing law unclear. class action. Police reference number provided.,,Unknown
C-11171,2024-11-14T08:46:12+00:00,SMB,US,Advisory,>1m,true,Operational risk assessment requested. No immediate dispute. Supporting documents attached.,Duplicate of earlier report suspected. Clarify scope and deliverables.,Unknown
C-11172,2024-12-24T22:00:43+00:00,SMB,EU,Legal,250k-1m,false,Potential breach of contract raised. Governing law unclear. Cross-border considerations likely.,"Potential conflict in dates, needs review.",Unknown
C-11173,2024-10-25T16:57:16+00:00,Mid-Market,EU,Legal,50k-250k,true,Employment dispute raised by former contractor. Multiple parties named.,,Unknown
C-11174,2024-12-22T01:14:16+00:00,Enterprise,EU,Advisory,50k-250k,false,Client requesting advice on regulatory exposure. Scope unclear.,,Accepted
C-11175,2024-10-13T01:51:11+00:00,SMB,US,Legal,<50k,false,Employment dispute raised by former contractor. Jurisdiction disputed. Evidence not yet supplied.,No additional notes. Consider limitation periods.,Rejected
C-11176,2024-12-29T23:00:11+00:00,Mid-Market,US,Insurance,<50k,true,Business interruption may apply ..  Fire damage to warehouse ..  small crack .. ,,Unknown
C-11177,2024-10-15T15:05:47+00:00,SMB,UK,Legal,250k-1m,true,Formal letter received from counterparty. Multiple parties named. Policy schedule attached.,Client requested urgent callback. Consider limitation periods.,Unknown
C-11178,2024-11-05T04:36:59+00:00,SMB,EU,Advisory,<50k,true,Request for compliance gap analysis. No immediate dispute. low value.,No additional notes.,Accepted
C-11179,2024-10-17T17:42:06+00:00,Enterprise,US,Advisory,<50k,true,Client requesting advice on regulatory exposure. Regulator engagement anticipated. minor.,"Potential conflict in dates, needs review.",Rejected
C-11180,2024-11-25T13:03:19+00:00,SMB,EU,Legal,<50k,true,Employment dispute raised by former contractor. Multiple parties named. small crack. Policy schedule attached. Conflicting information reported by client.,"Potential conflict in dates, needs review.",Rejected
C-11181,2024-10-20T00:39:43+00:00,Mid-Market,Other,Insurance,<50k,true,Loss event impacting property and contents. Fire damage to warehouse. minor.,Caller sounded uncertain; follow-up likely required.,Accepted
C-11182,2024-12-13T23:53:10+00:00,SMB,UK,Insurance,50k-250k,true,Incident reported at commercial premises. Roof compromised. governing law unclear. Police reference number provided. Jurisdiction noted as UK.,Client requested urgent callback. Check coverage exclusions.,Accepted
C-11183,2024-11-24T22:04:46+00:00,SMB,US,Legal,50k-250k,true,Formal letter received from counterparty. Multiple parties named. ip infringement. Loss adjuster appointed. Overseas elements present.,,Unknown
C-11184,2024-12-04T16:36:41+00:00,SMB,EU,Insurance,50k-250k,false,Business interruption may apply. Fire damage to warehouse.,Client requested urgent callback.,Unknown
C-11185,2024-10-23T14:34:20+00:00,SMB,UK,Advisory,>1m,false,Client requesting advice on regulatory exposure. Stakeholders across multiple regions. Evidence not yet supplied.,,Unknown
C-11186,2024-10-24T07:21:21+00:00,SMB,UK,Insurance,<50k,true,Loss event impacting property and contents. Water ingress noted. low value.,"Potential conflict in dates, needs review.",Accepted
C-11187,2024-12-01T08:18:34+00:00,SMB,UK,Legal,50k-250k,false,Dispute escalated to legal threat. Governing law unclear. storm damage. No supporting documentation provided. Cross-border considerations likely.,,Escalated
C-11188,2024-12-20T04:25:45+00:00,Mid-Market,US,Insurance,50k-250k,true,Client reports storm-related damage. Roof compromised.,"Potential conflict in dates, needs review. Check coverage exclusions.",Rejected
C-11189,2024-11-06T20:33:04+00:00,SMB,Other,Insurance,250k-1m,true,Loss event impacting property and contents. Roof compromised.,,Settled
C-11190,2024-11-15T04:35:59+00:00,SMB,UK,Insurance,50k-250k,false,Client reports storm-related damage. Basement affected. flood zone. No supporting documentation provided. Conflicting information reported by client.,Caller sounded uncertain; follow-up likely required.,Unknown
C-11191,2024-11-07T03:29:46+00:00,Enterprise,UK,Insurance,<50k,true,Incident reported at commercial premises. Roof compromised. minor. Supporting documents attached.,Client requested urgent callback. Check coverage exclusions.,Unknown
C-11192,2024-12-19T16:01:04+00:00,SMB,UK,Insurance,<50k,false,Business interruption may apply. Basement affected. low value. No supporting documentation provided.,Client requested urgent callback. Check coverage exclusions.,Rejected
C-11193,2024-11-11T13:16:27+00:00,SMB,UK,Insurance,Unknown,false,Client reports storm-related damage. Basement affected. minor. No policy documents attached.,,Unknown
C-11194,2024-12-08T05:30:34+00:00,SMB,UK,Insurance,Unknown,true,Client reports storm-related damage. Fire damage to warehouse.,,Rejected
C-11195,2024-12-31T19:14:00+00:00,SMB,,Insurance,50k-250k,true,LOSS EVENT IMPACTING PROPERTY AND CONTENTS. FIRE DAMAGE TO WAREHOUSE.,Caller sounded uncertain; follow-up likely required.,Unknown
C-11196,2024-12-01T21:12:28+00:00,Mid-Market,UK,Insurance,<50k,false,Client reports storm-related damage. Basement affected. Cross-border considerations likely.,,Unknown
C-11197,2024-10-06T11:13:05+00:00,Enterprise,EU,Insurance,>1m,true,Client reports storm-related damage. Roof compromised. business interruption.,Handler flagged missing attachments. Check coverage exclusions.,Unknown
C-11198,2024-11-29T13:55:51+00:00,Enterprise,EU,Insurance,Unknown,true,Client reports storm-related damage. Fire damage to warehouse. no supporting documentation.,,Unknown
C-11199,2024-10-25T09:10:14+00:00,SMB,EU,Legal,<50k,false,Potential breach of contract raised. Jurisdiction disputed. low value.,,Unknown
C-11200,2024-10-31T05:37:22+00:00,SMB,Other,Insurance,250k-1m,true,Business interruption may apply. Roof compromised. storm damage. Policy schedule attached.,,Unknown
C-11201,2024-10-29T14:55:50+00:00,SMB,UK,Insurance,250k-1m,true,Client reports storm-related damage. Water ingress noted. Supporting documents attached.,,Accepted
C-11202,2024-11-21T20:03:33+00:00,SMB,EU,Advisory,<50k,true,Operational risk assessment requested. Timeline not specified. Supporting documents attached. Conflicting information reported by client.,,Accepted
C-11203,2024-10-21T07:37:38+00:00,Enterprise,UK,Insurance,50k-250k,false,Incident reported at commercial premises. Roof compromised. flood zone. Overseas elements present.,Duplicate of earlier report suspected.,Rejected
C-11204,2024-12-31T05:48:01+00:00,Enterprise,US,Insurance,<50k,true,Loss event impacting property and contents. Theft of equipment reported. wear and tear.,No additional notes.,Accepted
C-11205,2024-12-17T00:16:10+00:00,SMB,UK,Legal,>1m,true,Employment dispute raised by former contractor. Jurisdiction disputed. Cross-border considerations likely.,"Potential conflict in dates, needs review. Consider limitation periods.",Unknown
C-11206,2024-12-27T08:03:46+00:00,SMB,UK,Legal,250k-1m,false,Potential breach of contract raised. Evidence currently limited. data protection incident. Cross-border considerations likely.,,Unknown
C-11207,2024-10-25T02:09:50+00:00,SMB,EU,Insurance,50k-250k,true,BUSINESS INTERRUPTION MAY APPLY. FIRE DAMAGE TO WAREHOUSE. IP INFRINGEMENT. POLICE REFERENCE NUMBER PROVIDED.,"Potential conflict in dates, needs review.",Unknown
C-11208,2024-10-12T05:47:02+00:00,SMB,UK,Insurance,Unknown,true,Business interruption may apply. Water ingress noted. minor.,Client requested urgent callback.,Settled
C-11209,2024-10-20T13:14:35+00:00,Mid-Market,UK,Advisory,50k-250k,true,CLIENT SEEKS DECISION SUPPORT ON RISK CONTROLS. REGULATOR ENGAGEMENT ANTICIPATED. FLOOD ZONE. LOSS ADJUSTER APPOINTED.,Caller sounded uncertain; follow-up likely required. Clarify scope and deliverables.,Unknown
C-11210,2024-12-25T12:26:34+00:00,SMB,US,Insurance,250k-1m,true,Damage reported following heavy rainfall. Water ingress noted. arson. Supporting documents attached.,Duplicate of earlier report suspected.,Unknown
C-11211,2024-10-20T02:18:00+00:00,SMB,US,Insurance,250k-1m,true,Incident reported at commercial premises. Theft of equipment reported. data protection incident. Supporting documents attached.,Handler flagged missing attachments.,Escalated
C-11212,2024-10-30T12:26:58+00:00,Mid-Market,EU,Legal,Unknown,true,Employment dispute raised by former contractor. Jurisdiction disputed. Supporting documents attached.,,Rejected
C-11213,2024-10-03T08:08:54+00:00,SMB,US,Insurance,50k-250k,false,Damage reported following heavy rainfall. Water ingress noted. Evidence not yet supplied.,"Potential conflict in dates, needs review.",Unknown
C-11214,2024-11-30T18:56:31+00:00,SMB,UK,Insurance,250k-1m,true,Client reports storm-related damage. Water ingress noted. injunction. Supporting documents attached. Cross-border considerations likely.,No additional notes. Check coverage exclusions.,Unknown
C-11215,2024-11-14T11:31:01+00:00,Mid-Market,UK,Insurance,50k-250k,true,Incident reported at commercial premises. Roof compromised. breach of contract. Jurisdiction noted as UK.,,Unknown
C-11216,2024-10-06T21:51:33+00:00,SMB,Other,Insurance,Unknown,false,Loss event impacting property and contents. Water ingress noted. minor. No policy documents attached.,Handler flagged missing attachments.,Rejected
C-11217,2024-11-13T13:34:42+00:00,Enterprise,EU,Advisory,250k-1m,true,Strategic risk review requested following acquisition. Scope unclear.,No additional notes.,Unknown
C-11218,2024-12-12T20:08:55+00:00,SMB,US,Insurance,50k-250k,true,Incident reported at commercial premises. Fire damage to warehouse.,,Escalated
C-11219,2024-11-27T06:54:55+00:00,Mid-Market,UK,Advisory,50k-250k,false,Strategic risk review requested following acquisition. Scope unclear. No policy documents attached.,,Settled
C-11220,2024-10-23T05:33:44+00:00,Enterprise,US,Insurance,<50k,false,Incident reported at commercial premises. Theft of equipment reported. No supporting documentation provided.,Handler flagged missing attachments. Check coverage exclusions.,Accepted
C-11221,2024-11-11T20:04:07+00:00,Mid-Market,UK,Legal,250k-1m,true,FORMAL LETTER RECEIVED FROM COUNTERPARTY. JURISDICTION DISPUTED. CROSS-BORDER CONSIDERATIONS LIKELY.,"Potential conflict in dates, needs review. Consider limitation periods.",Unknown
C-11222,2024-12-16T07:10:52+00:00,Enterprise,UK,Legal,250k-1m,true,Employment dispute raised by former contractor. Time-sensitive response required. Jurisdiction noted as UK.,"Potential conflict in dates, needs review.",Accepted
C-11223,2024-12-03T23:42:33+00:00,SMB,UK,Insurance,>1m,true,Business interruption may apply. Basement affected. major fire.,Handler flagged missing attachments.,Escalated
C-11224,2024-11-27T22:34:09+00:00,SMB,UK,Insurance,50k-250k,false,Loss event impacting property and contents. Theft of equipment reported. breach of contract.,Client requested urgent callback.,Unknown
C-11225,2024-10-16T00:05:39+00:00,SMB,US,Insurance,50k-250k,false,Business interruption may apply. Basement affected. breach of contract.,Duplicate of earlier report suspected. Check coverage exclusions.,Accepted
C-11226,2024-10-23T07:46:35+00:00,SMB,UK,Legal,250k-1m,false,Dispute escalated to legal threat. Governing law unclear. suspected arson. No policy documents attached.,,Unknown
C-11227,2024-12-05T13:54:51+00:00,SMB,EU,Legal,250k-1m,true,Employment dispute raised by former contractor. Jurisdiction disputed. flood zone.,,Unknown
C-11228,2024-12-06T17:30:42+00:00,SMB,UK,Legal,<50k,true,Dispute escalated to legal threat. Jurisdiction disputed. Supporting documents attached.,,Accepted
C-11229,2024-11-19T02:56:01+00:00,Enterprise,UK,Legal,50k-250k,true,Employment dispute raised by former contractor. Jurisdiction disputed. flood zone 3. Policy schedule attached.,No additional notes.,Unknown
C-11230,2024-10-01T09:01:30+00:00,SMB,US,Insurance,250k-1m,true,Incident reported at commercial premises. Theft of equipment reported. flood zone. Policy schedule attached.,Caller sounded uncertain; follow-up likely required.,Unknown
C-11231,2024-12-07T16:42:55+00:00,SMB,US,Insurance,Unknown,true,Incident reported at commercial premises. Water ingress noted. wear and tear.,No additional notes.,Unknown
C-11232,2024-10-07T22:06:15+00:00,SMB,UK,Legal,250k-1m,true,employment dispute raised by former contractor. govering law unclear. police reference number provided. overseas elements present.,,Rejected
